item_id,dataset,sample_id,generator,setting,vllm/Qwen/Qwen3-14B,vllm/Qwen/Qwen3-4B-Instruct-2507,vllm/allenai/Olmo-3-7B-Instruct,vllm/meta-llama/Llama-3.1-8B-Instruct,vllm/meta-llama/Llama-3.2-3B-Instruct,vllm/nvidia/NVIDIA-Nemotron-Nano-9B-v2,n_evaluators,n_correct,mean_correct,correctness_variance,all_evaluators_same,correctness_pattern,difficulty,discrimination,guessing
gpqa::gpqa:recdya6FuYraBU5Rh::openai/gpt-5.2-2025-12-11::augment_human,gpqa,gpqa:recdya6FuYraBU5Rh,openai/gpt-5.2-2025-12-11,augment_human,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.52354858510099,0.999996969035999,0.0685797992716946
gpqa::gpqa:recdya6FuYraBU5Rh::openai/gpt-5.2-2025-12-11::augment_model,gpqa,gpqa:recdya6FuYraBU5Rh,openai/gpt-5.2-2025-12-11,augment_model,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,100000,19.571429061846157,0.99999829952317,0.1249147815022821
gpqa::gpqa:recdya6FuYraBU5Rh::openai/gpt-5.2-2025-12-11::human_from_scratch,gpqa,gpqa:recdya6FuYraBU5Rh,openai/gpt-5.2-2025-12-11,human_from_scratch,0.0,0.0,1.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,001000,18.833393865995088,0.9999980241585992,0.2072099418311509
gpqa::gpqa:recdya6FuYraBU5Rh::openai/gpt-5.2-2025-12-11::model_from_scratch,gpqa,gpqa:recdya6FuYraBU5Rh,openai/gpt-5.2-2025-12-11,model_from_scratch,1.0,0.0,1.0,0.0,0.0,0.0,6,2.0,0.3333333333333333,0.22222222222222224,False,101000,18.97442230885889,0.9999990728198322,0.2952488724705726
gpqa::gpqa:recdya6FuYraBU5Rh::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,gpqa,gpqa:recdya6FuYraBU5Rh,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,0.0,0.0,0.0,1.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000100,19.14138820230464,0.999998189644546,0.1249147558674921
gpqa::gpqa:recdya6FuYraBU5Rh::together/Qwen/Qwen3.5-397B-A17B::augment_human,gpqa,gpqa:recdya6FuYraBU5Rh,together/Qwen/Qwen3.5-397B-A17B,augment_human,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,010000,19.287913560764583,0.9999980862435112,0.1249147764690171
gpqa::gpqa:recdya6FuYraBU5Rh::together/Qwen/Qwen3.5-397B-A17B::augment_model,gpqa,gpqa:recdya6FuYraBU5Rh,together/Qwen/Qwen3.5-397B-A17B,augment_model,0.0,0.0,0.0,1.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000100,19.335786514896316,0.9999984633147732,0.1249147358212511
gpqa::gpqa:recdya6FuYraBU5Rh::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,gpqa,gpqa:recdya6FuYraBU5Rh,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,1.0,0.0,1.0,0.0,0.0,0.0,6,2.0,0.3333333333333333,0.22222222222222224,False,101000,18.597757845938165,0.9999994656997576,0.2952487741473203
gpqa::gpqa:recdya6FuYraBU5Rh::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,gpqa,gpqa:recdya6FuYraBU5Rh,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,0.0,0.0,1.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,001000,18.73877500495929,0.9999977812513118,0.2072100647769064
gpqa::gpqa:rece85GY0YT0kSlPQ::google/gemini-3.1-pro-preview::augment_ablation,gpqa,gpqa:rece85GY0YT0kSlPQ,google/gemini-3.1-pro-preview,augment_ablation,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,010000,19.195067779468108,0.9999986077158832,0.1249147550406279
gpqa::gpqa:rece85GY0YT0kSlPQ::google/gemini-3.1-pro-preview::augment_human,gpqa,gpqa:rece85GY0YT0kSlPQ,google/gemini-3.1-pro-preview,augment_human,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,100000,19.3415925951118,0.99999879021654,0.1249147647541451
gpqa::gpqa:rece85GY0YT0kSlPQ::google/gemini-3.1-pro-preview::augment_model,gpqa,gpqa:rece85GY0YT0kSlPQ,google/gemini-3.1-pro-preview,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.38945990103642,0.999997241543848,0.0685797992716945
gpqa::gpqa:rece85GY0YT0kSlPQ::google/gemini-3.1-pro-preview::human_from_scratch,gpqa,gpqa:rece85GY0YT0kSlPQ,google/gemini-3.1-pro-preview,human_from_scratch,1.0,1.0,1.0,0.0,0.0,0.0,6,3.0,0.5,0.25,False,111000,18.651438790640647,1.0000018822095122,0.3908892789127349
gpqa::gpqa:rece85GY0YT0kSlPQ::google/gemini-3.1-pro-preview::model_from_scratch,gpqa,gpqa:rece85GY0YT0kSlPQ,google/gemini-3.1-pro-preview,model_from_scratch,1.0,0.0,0.0,0.0,0.0,1.0,6,2.0,0.3333333333333333,0.22222222222222224,False,100001,18.792459917646497,0.9999994661117604,0.2952488667058714
gpqa::gpqa:rece85GY0YT0kSlPQ::openai/gpt-5.2-2025-12-11::augment_ablation,gpqa,gpqa:rece85GY0YT0kSlPQ,openai/gpt-5.2-2025-12-11,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.36448584869572,0.9999967634350628,0.0685797992716956
gpqa::gpqa:rece85GY0YT0kSlPQ::openai/gpt-5.2-2025-12-11::augment_human,gpqa,gpqa:rece85GY0YT0kSlPQ,openai/gpt-5.2-2025-12-11,augment_human,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.511010604854462,0.999996964898754,0.0685797992716854
gpqa::gpqa:rece85GY0YT0kSlPQ::openai/gpt-5.2-2025-12-11::augment_model,gpqa,gpqa:rece85GY0YT0kSlPQ,openai/gpt-5.2-2025-12-11,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.55888435574272,0.99999698304108,0.0685797992716862
gpqa::gpqa:rece85GY0YT0kSlPQ::openai/gpt-5.2-2025-12-11::human_from_scratch,gpqa,gpqa:rece85GY0YT0kSlPQ,openai/gpt-5.2-2025-12-11,human_from_scratch,1.0,1.0,1.0,0.0,0.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,111001,18.820867232020674,1.0000035368398683,0.490195232566601
gpqa::gpqa:rece85GY0YT0kSlPQ::openai/gpt-5.2-2025-12-11::model_from_scratch,gpqa,gpqa:rece85GY0YT0kSlPQ,openai/gpt-5.2-2025-12-11,model_from_scratch,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,100000,18.96188106565115,0.9999973960804605,0.2072102190662269
gpqa::gpqa:rece85GY0YT0kSlPQ::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,gpqa,gpqa:rece85GY0YT0kSlPQ,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.128843970942533,0.9999966508228266,0.0685797992716812
gpqa::gpqa:rece85GY0YT0kSlPQ::together/Qwen/Qwen3.5-397B-A17B::augment_human,gpqa,gpqa:rece85GY0YT0kSlPQ,together/Qwen/Qwen3.5-397B-A17B,augment_human,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.275368919926123,0.999996763649602,0.0685797992716867
gpqa::gpqa:rece85GY0YT0kSlPQ::together/Qwen/Qwen3.5-397B-A17B::augment_model,gpqa,gpqa:rece85GY0YT0kSlPQ,together/Qwen/Qwen3.5-397B-A17B,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.323242682826702,0.9999967771247124,0.068579799271693
gpqa::gpqa:rece85GY0YT0kSlPQ::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,gpqa,gpqa:rece85GY0YT0kSlPQ,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,1.0,1.0,1.0,0.0,0.0,0.0,6,3.0,0.5,0.25,False,111000,18.58522438288209,1.000001327947654,0.3908887843132081
gpqa::gpqa:rece85GY0YT0kSlPQ::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,gpqa,gpqa:rece85GY0YT0kSlPQ,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,1.0,1.0,0.0,0.0,1.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,110011,18.72625286881982,1.0000022460418174,0.4901925833576736
gpqa::gpqa:receDA9FwKsxwfPpw::google/gemini-3.1-pro-preview::augment_ablation,gpqa,gpqa:receDA9FwKsxwfPpw,google/gemini-3.1-pro-preview,augment_ablation,0.0,1.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,010000,19.19252808859908,0.999998608644188,0.1249147550138603
gpqa::gpqa:receDA9FwKsxwfPpw::google/gemini-3.1-pro-preview::augment_human,gpqa,gpqa:receDA9FwKsxwfPpw,google/gemini-3.1-pro-preview,augment_human,1.0,0.0,0.0,1.0,0.0,0.0,6,2.0,0.3333333333333333,0.22222222222222224,False,100100,19.33905799262073,1.0000017683883076,0.1990930266929616
gpqa::gpqa:receDA9FwKsxwfPpw::google/gemini-3.1-pro-preview::augment_model,gpqa,gpqa:receDA9FwKsxwfPpw,google/gemini-3.1-pro-preview,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.386920210397044,0.999997241874314,0.0685797992716861
gpqa::gpqa:receDA9FwKsxwfPpw::google/gemini-3.1-pro-preview::human_from_scratch,gpqa,gpqa:receDA9FwKsxwfPpw,google/gemini-3.1-pro-preview,human_from_scratch,1.0,0.0,0.0,0.0,0.0,1.0,6,2.0,0.3333333333333333,0.22222222222222224,False,100001,18.64889591914699,1.0000001429311671,0.2952486521041633
gpqa::gpqa:receDA9FwKsxwfPpw::google/gemini-3.1-pro-preview::model_from_scratch,gpqa,gpqa:receDA9FwKsxwfPpw,google/gemini-3.1-pro-preview,model_from_scratch,1.0,0.0,0.0,1.0,0.0,0.0,6,2.0,0.3333333333333333,0.22222222222222224,False,100100,18.789920649952503,0.9999994864293896,0.2952489088531073
gpqa::gpqa:receDA9FwKsxwfPpw::openai/gpt-5.2-2025-12-11::augment_ablation,gpqa,gpqa:receDA9FwKsxwfPpw,openai/gpt-5.2-2025-12-11,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.361946158649808,0.9999967635933308,0.0685797992716901
gpqa::gpqa:receDA9FwKsxwfPpw::openai/gpt-5.2-2025-12-11::augment_human,gpqa,gpqa:receDA9FwKsxwfPpw,openai/gpt-5.2-2025-12-11,augment_human,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,100000,19.50847766929216,0.9999982620335828,0.1249147828724941
gpqa::gpqa:receDA9FwKsxwfPpw::openai/gpt-5.2-2025-12-11::augment_model,gpqa,gpqa:receDA9FwKsxwfPpw,openai/gpt-5.2-2025-12-11,augment_model,0.0,0.0,0.0,1.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000100,19.55635001974213,0.9999987999479956,0.1249147128828464
gpqa::gpqa:receDA9FwKsxwfPpw::openai/gpt-5.2-2025-12-11::human_from_scratch,gpqa,gpqa:receDA9FwKsxwfPpw,openai/gpt-5.2-2025-12-11,human_from_scratch,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,18.818313930425248,0.9999971360603036,0.1315100033590194
gpqa::gpqa:receDA9FwKsxwfPpw::openai/gpt-5.2-2025-12-11::model_from_scratch,gpqa,gpqa:receDA9FwKsxwfPpw,openai/gpt-5.2-2025-12-11,model_from_scratch,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,100000,18.959341375257136,0.9999973966595056,0.2072102190262951
gpqa::gpqa:receDA9FwKsxwfPpw::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,gpqa,gpqa:receDA9FwKsxwfPpw,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.12630428126935,0.9999966507357662,0.0685797992716943
gpqa::gpqa:receDA9FwKsxwfPpw::together/Qwen/Qwen3.5-397B-A17B::augment_human,gpqa,gpqa:receDA9FwKsxwfPpw,together/Qwen/Qwen3.5-397B-A17B,augment_human,1.0,0.0,0.0,0.0,0.0,1.0,6,2.0,0.3333333333333333,0.22222222222222224,False,100001,19.27284193565135,1.000000610796665,0.1990930373369958
gpqa::gpqa:receDA9FwKsxwfPpw::together/Qwen/Qwen3.5-397B-A17B::augment_model,gpqa,gpqa:receDA9FwKsxwfPpw,together/Qwen/Qwen3.5-397B-A17B,augment_model,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,100000,19.3207101205146,0.9999977355207956,0.1249148001715819
gpqa::gpqa:receDA9FwKsxwfPpw::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,gpqa,gpqa:receDA9FwKsxwfPpw,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,1.0,0.0,0.0,0.0,0.0,1.0,6,2.0,0.3333333333333333,0.22222222222222224,False,100001,18.58268066464523,0.999999586539056,0.2952488209834561
gpqa::gpqa:receDA9FwKsxwfPpw::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,gpqa,gpqa:receDA9FwKsxwfPpw,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,0.16666666666666666,0.13888888888888892,False,100000,18.723699793604663,0.9999970906669208,0.2072102640606667
gpqa::gpqa:recePdwdV9KRLqPDx::google/gemini-3.1-pro-preview::augment_ablation,gpqa,gpqa:recePdwdV9KRLqPDx,google/gemini-3.1-pro-preview,augment_ablation,0.0,1.0,1.0,1.0,0.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,011101,19.065637129427078,1.0000082001951414,0.3813029669886805
gpqa::gpqa:recePdwdV9KRLqPDx::google/gemini-3.1-pro-preview::augment_human,gpqa,gpqa:recePdwdV9KRLqPDx,google/gemini-3.1-pro-preview,augment_human,0.0,0.0,0.0,0.0,0.0,1.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000001,19.212144743221497,0.9999990770994434,0.1249146726527405
gpqa::gpqa:recePdwdV9KRLqPDx::google/gemini-3.1-pro-preview::augment_model,gpqa,gpqa:recePdwdV9KRLqPDx,google/gemini-3.1-pro-preview,augment_model,0.0,1.0,1.0,1.0,0.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,011101,19.260033798546694,1.000008555046618,0.3813031727927102
gpqa::gpqa:recePdwdV9KRLqPDx::google/gemini-3.1-pro-preview::human_from_scratch,gpqa,gpqa:recePdwdV9KRLqPDx,google/gemini-3.1-pro-preview,human_from_scratch,1.0,1.0,0.0,1.0,1.0,1.0,6,5.0,0.8333333333333334,0.13888888888888892,False,110111,18.521998036071363,1.0000053907660496,0.589825986805576
gpqa::gpqa:recePdwdV9KRLqPDx::google/gemini-3.1-pro-preview::model_from_scratch,gpqa,gpqa:recePdwdV9KRLqPDx,google/gemini-3.1-pro-preview,model_from_scratch,1.0,1.0,0.0,1.0,1.0,1.0,6,5.0,0.8333333333333334,0.13888888888888892,False,110111,18.663025349139744,1.0000051479092622,0.5898244380124084
gpqa::gpqa:recePdwdV9KRLqPDx::openai/gpt-5.2-2025-12-11::augment_ablation,gpqa,gpqa:recePdwdV9KRLqPDx,openai/gpt-5.2-2025-12-11,augment_ablation,1.0,1.0,1.0,1.0,1.0,1.0,6,6.0,1.0,0.0,True,111111,19.23507479065696,1.0000134836988095,0.5801383726856328
gpqa::gpqa:recePdwdV9KRLqPDx::openai/gpt-5.2-2025-12-11::augment_human,gpqa,gpqa:recePdwdV9KRLqPDx,openai/gpt-5.2-2025-12-11,augment_human,0.0,0.0,0.0,0.0,0.0,1.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000001,19.381569581815004,0.9999988297004128,0.1249146951836824
gpqa::gpqa:recePdwdV9KRLqPDx::openai/gpt-5.2-2025-12-11::augment_model,gpqa,gpqa:recePdwdV9KRLqPDx,openai/gpt-5.2-2025-12-11,augment_model,0.0,1.0,0.0,1.0,1.0,0.0,6,3.0,0.5,0.25,False,010110,19.429454247639487,1.000004663384545,0.2861748319167641
gpqa::gpqa:recePdwdV9KRLqPDx::openai/gpt-5.2-2025-12-11::human_from_scratch,gpqa,gpqa:recePdwdV9KRLqPDx,openai/gpt-5.2-2025-12-11,human_from_scratch,1.0,1.0,0.0,1.0,1.0,1.0,6,5.0,0.8333333333333334,0.13888888888888892,False,110111,18.69142434033986,1.0000053799367867,0.5898255108426821
gpqa::gpqa:recePdwdV9KRLqPDx::openai/gpt-5.2-2025-12-11::model_from_scratch,gpqa,gpqa:recePdwdV9KRLqPDx,openai/gpt-5.2-2025-12-11,model_from_scratch,1.0,1.0,0.0,1.0,1.0,1.0,6,5.0,0.8333333333333334,0.13888888888888892,False,110111,18.832451410233723,1.0000047558659737,0.5898239212416786
gpqa::gpqa:recePdwdV9KRLqPDx::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,gpqa,gpqa:recePdwdV9KRLqPDx,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,0.0,1.0,1.0,1.0,0.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,011101,18.999422932545453,1.000006739899901,0.381302557597557
gpqa::gpqa:recePdwdV9KRLqPDx::together/Qwen/Qwen3.5-397B-A17B::augment_human,gpqa,gpqa:recePdwdV9KRLqPDx,together/Qwen/Qwen3.5-397B-A17B,augment_human,0.0,1.0,0.0,1.0,0.0,1.0,6,3.0,0.5,0.25,False,010101,19.145941298561706,1.0000040519909772,0.2861748026965457
gpqa::gpqa:recePdwdV9KRLqPDx::together/Qwen/Qwen3.5-397B-A17B::augment_model,gpqa,gpqa:recePdwdV9KRLqPDx,together/Qwen/Qwen3.5-397B-A17B,augment_model,0.0,1.0,1.0,1.0,0.0,0.0,6,3.0,0.5,0.25,False,011100,19.19381445653577,1.0000041268771664,0.2861748181285586
gpqa::gpqa:recePdwdV9KRLqPDx::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,gpqa,gpqa:recePdwdV9KRLqPDx,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,1.0,1.0,0.0,1.0,0.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,110101,18.45578271768412,1.00000337389941,0.4901938478801511
gpqa::gpqa:recePdwdV9KRLqPDx::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,gpqa,gpqa:recePdwdV9KRLqPDx,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,1.0,0.0,0.0,1.0,1.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,100111,18.596806131734105,1.000002522830185,0.4901928600433674
gpqa::gpqa:receWdnr3u8wvTfPA::google/gemini-3.1-pro-preview::augment_ablation,gpqa,gpqa:receWdnr3u8wvTfPA,google/gemini-3.1-pro-preview,augment_ablation,0.0,1.0,1.0,1.0,0.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,011101,19.141860279540428,1.000008211489091,0.3813029828629951
gpqa::gpqa:receWdnr3u8wvTfPA::google/gemini-3.1-pro-preview::augment_human,gpqa,gpqa:receWdnr3u8wvTfPA,google/gemini-3.1-pro-preview,augment_human,0.0,1.0,0.0,1.0,0.0,1.0,6,3.0,0.5,0.25,False,010101,19.288379145770776,1.000005272859321,0.2861748622292278
gpqa::gpqa:receWdnr3u8wvTfPA::google/gemini-3.1-pro-preview::augment_model,gpqa,gpqa:receWdnr3u8wvTfPA,google/gemini-3.1-pro-preview,augment_model,0.0,1.0,0.0,0.0,0.0,1.0,6,2.0,0.3333333333333333,0.22222222222222224,False,010001,19.336247685347452,1.0000019916160188,0.1990930145508251
gpqa::gpqa:receWdnr3u8wvTfPA::google/gemini-3.1-pro-preview::human_from_scratch,gpqa,gpqa:receWdnr3u8wvTfPA,google/gemini-3.1-pro-preview,human_from_scratch,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,18.598206369508667,0.9999973990912914,0.1315100033590384
gpqa::gpqa:receWdnr3u8wvTfPA::google/gemini-3.1-pro-preview::model_from_scratch,gpqa,gpqa:receWdnr3u8wvTfPA,google/gemini-3.1-pro-preview,model_from_scratch,0.0,1.0,0.0,0.0,0.0,1.0,6,2.0,0.3333333333333333,0.22222222222222224,False,010001,18.73923660350255,0.9999996222649908,0.2952488094254218
gpqa::gpqa:receWdnr3u8wvTfPA::openai/gpt-5.2-2025-12-11::augment_ablation,gpqa,gpqa:receWdnr3u8wvTfPA,openai/gpt-5.2-2025-12-11,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.311263127666606,0.9999967505291346,0.0685797992716801
gpqa::gpqa:receWdnr3u8wvTfPA::openai/gpt-5.2-2025-12-11::augment_human,gpqa,gpqa:receWdnr3u8wvTfPA,openai/gpt-5.2-2025-12-11,augment_human,0.0,0.0,0.0,1.0,0.0,1.0,6,2.0,0.3333333333333333,0.22222222222222224,False,000101,19.45779836570841,1.0000017947133313,0.1990930052351297
gpqa::gpqa:receWdnr3u8wvTfPA::openai/gpt-5.2-2025-12-11::augment_model,gpqa,gpqa:receWdnr3u8wvTfPA,openai/gpt-5.2-2025-12-11,augment_model,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.505661643493852,0.999996967421838,0.0685797992716956
gpqa::gpqa:receWdnr3u8wvTfPA::openai/gpt-5.2-2025-12-11::human_from_scratch,gpqa,gpqa:receWdnr3u8wvTfPA,openai/gpt-5.2-2025-12-11,human_from_scratch,0.0,0.0,0.0,0.0,0.0,1.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000001,18.767633642392987,0.9999981936374516,0.2072099787456191
gpqa::gpqa:receWdnr3u8wvTfPA::openai/gpt-5.2-2025-12-11::model_from_scratch,gpqa,gpqa:receWdnr3u8wvTfPA,openai/gpt-5.2-2025-12-11,model_from_scratch,0.0,1.0,0.0,1.0,0.0,0.0,6,2.0,0.3333333333333333,0.22222222222222224,False,010100,18.908661989738523,0.99999934971682,0.2952489093802684
gpqa::gpqa:receWdnr3u8wvTfPA::together/Qwen/Qwen3.5-397B-A17B::augment_ablation,gpqa,gpqa:receWdnr3u8wvTfPA,together/Qwen/Qwen3.5-397B-A17B,augment_ablation,0.0,1.0,1.0,1.0,0.0,1.0,6,4.0,0.6666666666666666,0.22222222222222224,False,011101,19.07564612047349,1.000006776453851,0.381302571930417
gpqa::gpqa:receWdnr3u8wvTfPA::together/Qwen/Qwen3.5-397B-A17B::augment_human,gpqa,gpqa:receWdnr3u8wvTfPA,together/Qwen/Qwen3.5-397B-A17B,augment_human,0.0,1.0,0.0,1.0,0.0,1.0,6,3.0,0.5,0.25,False,010101,19.22216450892457,1.000004082199125,0.2861748035407893
gpqa::gpqa:receWdnr3u8wvTfPA::together/Qwen/Qwen3.5-397B-A17B::augment_model,gpqa,gpqa:receWdnr3u8wvTfPA,together/Qwen/Qwen3.5-397B-A17B,augment_model,0.0,1.0,0.0,0.0,1.0,1.0,6,3.0,0.5,0.25,False,010011,19.270036806180347,1.0000042375801628,0.2861748360583068
gpqa::gpqa:receWdnr3u8wvTfPA::together/Qwen/Qwen3.5-397B-A17B::human_from_scratch,gpqa,gpqa:receWdnr3u8wvTfPA,together/Qwen/Qwen3.5-397B-A17B,human_from_scratch,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,18.53198935757511,0.9999968749350266,0.1315100033590587
gpqa::gpqa:receWdnr3u8wvTfPA::together/Qwen/Qwen3.5-397B-A17B::model_from_scratch,gpqa,gpqa:receWdnr3u8wvTfPA,together/Qwen/Qwen3.5-397B-A17B,model_from_scratch,0.0,1.0,1.0,1.0,1.0,1.0,6,5.0,0.8333333333333334,0.13888888888888892,False,011111,18.6730325809536,1.0000049139567844,0.5898239016863295
gpqa::gpqa:receYQxnUBvxPcvbQ::google/gemini-3.1-pro-preview::augment_ablation,gpqa,gpqa:receYQxnUBvxPcvbQ,google/gemini-3.1-pro-preview,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.194846715783303,0.9999969744028072,0.0685797992716831
gpqa::gpqa:receYQxnUBvxPcvbQ::google/gemini-3.1-pro-preview::augment_human,gpqa,gpqa:receYQxnUBvxPcvbQ,google/gemini-3.1-pro-preview,augment_human,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.341371335282847,0.9999972207473188,0.0685797992716907
gpqa::gpqa:receYQxnUBvxPcvbQ::google/gemini-3.1-pro-preview::augment_model,gpqa,gpqa:receYQxnUBvxPcvbQ,google/gemini-3.1-pro-preview,augment_model,0.0,0.0,0.0,0.0,0.0,1.0,6,1.0,0.16666666666666666,0.13888888888888892,False,000001,19.389249578605064,0.9999991152959024,0.1249146683242285
gpqa::gpqa:receYQxnUBvxPcvbQ::google/gemini-3.1-pro-preview::human_from_scratch,gpqa,gpqa:receYQxnUBvxPcvbQ,google/gemini-3.1-pro-preview,human_from_scratch,1.0,1.0,0.0,0.0,0.0,0.0,6,2.0,0.3333333333333333,0.2222222222222223,False,110000,18.65122191991203,1.0000003985251047,0.2952487628646648
gpqa::gpqa:receYQxnUBvxPcvbQ::google/gemini-3.1-pro-preview::model_from_scratch,gpqa,gpqa:receYQxnUBvxPcvbQ,google/gemini-3.1-pro-preview,model_from_scratch,0.0,0.0,1.0,1.0,0.0,0.0,6,2.0,0.3333333333333333,0.22222222222222224,False,001100,18.79224306747083,0.9999995731343618,0.2952486685096351
gpqa::gpqa:receYQxnUBvxPcvbQ::openai/gpt-5.2-2025-12-11::augment_ablation,gpqa,gpqa:receYQxnUBvxPcvbQ,openai/gpt-5.2-2025-12-11,augment_ablation,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.36427102492568,0.999996763262934,0.0685797992716904
gpqa::gpqa:receYQxnUBvxPcvbQ::openai/gpt-5.2-2025-12-11::augment_human,gpqa,gpqa:receYQxnUBvxPcvbQ,openai/gpt-5.2-2025-12-11,augment_human,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,True,000000,19.510795781206955,0.999996964687152,0.0685797992716814
gpqa::gpqa:receYQxnUBvxPcvbQ::openai/gpt-5.2-2025-12-11::augment_model,gpqa,gpqa:receYQxnUBvxPcvbQ,openai/gpt-5.2-2025-12-11,augment_model,0.0,0.0,0.0,0.0,1.0,0.0,6,1.0,0.16666666666666666,0.1388888888888889,False,000010,19.558673471996755,0.999998663661628,0.1249146419144192
gpqa::gpqa:receYQxnUBvxPcvbQ::openai/gpt-5.2-2025-12-11::human_from_scratch,gpqa,gpqa:receYQxnUBvxPcvbQ,openai/gpt-5.2-2025-12-11,human_from_scratch,1.0,1.0,0.0,0.0,0.0,0.0,6,2.0,0.3333333333333333,0.2222222222222223,False,110000,18.820647278522827,1.0000000681797427,0.2952488220248527
